"CVE","Title","Severity","KBArticles","AffectedProductCount"
"CVE-2026-32249","NFA regex engine NULL pointer dereference affects Vim < 9.2.0137","5.3","","0"
"CVE-2026-32776",,"4.0","","0"
"CVE-2026-32778",,"2.9","","0"
"CVE-2026-32777",,"4.0","","0"
"CVE-2026-23942","SFTP root escape via component-agnostic prefix check in ssh_sftpd",,"","0"
"CVE-2026-4111","Libarchive: infinite loop denial of service in rar5 decompression via archive_read_data() in libarchive","7.5","","0"
"CVE-2026-2673","OpenSSL TLS 1.3 server may choose unexpected key agreement group","5.3","","0"
"CVE-2026-4105","Systemd: systemd: privilege escalation via improper access control in registermachine d-bus method","6.7","","0"
"CVE-2026-23248","perf/core: Fix refcount bug and potential UAF in perf_mmap","7.0","","0"
"CVE-2026-23246","wifi: mac80211: bounds-check link_id in ieee80211_ml_reconfiguration","5.9","","0"
"CVE-2026-23247","tcp: secure_seq: add back ports to TS offset","6.5","","0"
"CVE-2025-71265","fs: ntfs3: fix infinite loop in attr_load_runs_range on inconsistent metadata","5.5","","0"
"CVE-2026-27448","pyOpenSSL allows TLS connection bypass via unhandled callback exception in set_tlsext_servername_callback",,"","0"
"CVE-2026-27459","pyOpenSSL DTLS cookie callback buffer overflow",,"","0"
"CVE-2026-23255","net: add proper RCU protection to /proc/net/ptype","4.7","","0"
"CVE-2026-23253","media: dvb-core: fix wrong reinitialization of ringbuffer on reopen","5.5","","0"
"CVE-2025-71269","btrfs: do not free data reservation in fallback from inline due to -ENOSPC","5.5","","0"
"CVE-2026-23267","f2fs: fix IS_CHECKPOINTED flag inconsistency issue caused by concurrent atomic commit and checkpoint writes","7.1","","0"
"CVE-2026-27135","nghttp2 Denial of service: Assertion failure due to the missing state validation","7.5","","0"
"CVE-2006-10003","XML::Parser versions through 2.47 for Perl has an off-by-one heap buffer overflow in st_serial_stack","8.6","","0"
"CVE-2026-23277","net/sched: teql: fix NULL pointer dereference in iptunnel_xmit on TEQL slave xmit","5.9","","0"
"CVE-2026-23271","perf: Fix __perf_event_overflow() vs perf_remove_from_context() race","5.5","","0"
"CVE-2026-32766","astral-tokio-tar insufficiently validates PAX extensions during extraction",,"","0"
"CVE-2026-3633","Libsoup: libsoup: header and http request injection via crlf injection","3.9","","0"
"CVE-2026-30922","pyasn1 Vulnerable to Denial of Service via Unbounded Recursion","7.5","","0"
"CVE-2026-25075","strongSwan 4.5.0 < 6.0.5 EAP-TTLS AVP Parsing Integer Underflow","7.5","","0"
"CVE-2026-33056","tar-rs: unpack_in can chmod arbitrary directories by following symlinks",,"","0"
"CVE-2026-33055","tar-rs incorrectly ignores PAX size headers if header size is nonzero",,"","0"
"CVE-2026-4424","Libarchive: libarchive: information disclosure via heap out-of-bounds read in rar archive processing","7.5","","0"
"CVE-2026-3099","Libsoup: libsoup: authentication bypass via digest authentication replay attack","5.8","","0"
"CVE-2026-2369","Libsoup: libsoup: buffer overread due to integer underflow when handling zero-length resources","6.5","","0"
"CVE-2026-0819","Stack buffer overflow in PKCS7 SignedData encoding with custom signed attributes",,"","0"
"CVE-2026-4159","wc_PKCS7_DecodeEnvelopedData 1 byte out-of-bounds read",,"","0"
"CVE-2026-3580","Compiler-induced timing leak in sp_256_get_entry_256_9 on RISC-V",,"","0"
"CVE-2026-3849","Buffer Overflow in HPKE via Oversized ECH Config",,"","0"
"CVE-2026-3579","Non-constant time multiplication subroutine __muldi3 on RISC-V RV32I",,"","0"
"CVE-2026-3229","Integer Overflow in Certificate Chain Allocation",,"","0"
"CVE-2026-3230","Improper key_share validation in TLS 1.3 HelloRetryRequest",,"","0"
"CVE-2026-3503","Fault injection attack with ML-DSA and ML-KEM on ARM",,"","0"
"CVE-2026-3548","Buffer overflow in CRL number parsing in wolfSSL",,"","0"
"CVE-2026-2645","Acceptance of CertificateVerify Message before ClientKeyExchange in TLS 1.2",,"","0"
"CVE-2026-3547","wolfSSL: out-of-bounds read (DoS) in ALPN parsing due to incomplete validation","7.5","","0"
"CVE-2026-2646","Heap buffer overflow in session parsing with wolfSSL_d2i_SSL_SESSION() function",,"","0"
"CVE-2025-69720",,"9.8","","0"
"CVE-2026-32141","flatted: Unbounded recursion DoS in parse() revive phase","7.5","","0"
"CVE-2026-33228","flatted: Prototype Pollution via parse()",,"","0"
"CVE-2025-13462","tarfile: Skip DIRTYPE normalization during GNU LONGNAME/LONGLINK handling",,"","0"
"CVE-2026-4519","webbrowser.open() allows leading dashes in URLs",,"","0"
"CVE-2026-3942","Chromium: CVE-2026-3942 Incorrect security UI in PictureInPicture",,"","0"
"CVE-2026-3931","Chromium: CVE-2026-3931 Heap buffer overflow in Skia",,"","0"
"CVE-2026-21262","SQL Server Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-23660","Windows Admin Center in Azure Portal Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-23664","Azure IoT Explorer Information Disclosure Vulnerability","7.5","","0"
"CVE-2026-23667","Broadcast DVR Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-23668","Windows Graphics Component Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-23671","Windows Bluetooth RFCOM Protocol Driver Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-23672","Windows Universal Disk Format File System Driver (UDFS) Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-23673","Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24282","Push message Routing Service Elevation of Privilege Vulnerability","5.5","","0"
"CVE-2026-24283","Multiple UNC Provider Kernel Driver Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-24285","Win32k Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-24287","Windows Kernel Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24288","Windows Mobile Broadband Driver Remote Code Execution Vulnerability","6.8","","0"
"CVE-2026-24289","Windows Kernel Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24290","Windows Projected File System Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24291","Windows Accessibility Infrastructure (ATBroker.exe) Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24292","Windows Connected Devices Platform Service Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24293","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24294","Windows SMB Server Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-24295","Windows Device Association Service Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-24296","Windows Device Association Service Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-24297","Windows Kerberos Security Feature Bypass Vulnerability","6.5","","0"
"CVE-2026-25165","Performance Counters for Windows Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-25166","Windows System Image Manager Assessment and Deployment Kit (ADK) Remote Code Execution Vulnerability","7.8","","0"
"CVE-2026-25167","Microsoft Brokering File System Elevation of Privilege Vulnerability","7.4","","0"
"CVE-2026-25168","Windows Graphics Component Denial of Service Vulnerability","6.2","","0"
"CVE-2026-25169","Windows Graphics Component Denial of Service Vulnerability","6.2","","0"
"CVE-2026-25170","Windows Hyper-V Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-25171","Windows Authentication Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-25172","Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability","8.0","","0"
"CVE-2026-25173","Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability","8.0","","0"
"CVE-2026-25174","Windows Extensible File Allocation Table Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-25175","Windows NTFS Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-25176","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-25177","Active Directory Domain Services Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-25178","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-25179","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","7.0","","0"
"CVE-2026-25180","Windows Graphics Component Information Disclosure Vulnerability","5.5","","0"
"CVE-2026-25181","GDI+ Information Disclosure Vulnerability","7.5","","0"
"CVE-2026-25185","Windows Shell Link Processing Spoofing Vulnerability","5.3","","0"
"CVE-2026-25186","Windows Accessibility Infrastructure (ATBroker.exe) Information Disclosure Vulnerability","5.5","","0"
"CVE-2026-25187","Winlogon Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-25188","Windows Telephony Service Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-25189","Windows DWM Core Library Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-25190","GDI Remote Code Execution Vulnerability","7.8","","0"
"CVE-2026-26105","Microsoft SharePoint Server Spoofing Vulnerability","8.1","","0"
"CVE-2026-26111","Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability","8.0","","0"
"CVE-2026-26112","Microsoft Excel Remote Code Execution Vulnerability","7.8","","0"
"CVE-2026-26113","Microsoft Office Remote Code Execution Vulnerability","8.4","","0"
"CVE-2026-26114","Microsoft SharePoint Server Remote Code Execution Vulnerability","8.8","","0"
"CVE-2026-23656","Windows App Installer Spoofing Vulnerability","5.9","","0"
"CVE-2026-20967","System Center Operations Manager (SCOM) Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-26121","Azure IOT Explorer Spoofing Vulnerability","7.5","","0"
"CVE-2026-26115","SQL Server Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-26116","SQL Server Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-26128","Windows SMB Server Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-26131",".NET Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-26132","Windows Kernel Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-26134","Microsoft Office Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-26127",".NET Denial of Service Vulnerability","7.5","","0"
"CVE-2026-23674","MapUrlToZone Security Feature Bypass Vulnerability","7.5","","0"
"CVE-2026-23651","Microsoft ACI Confidential Containers Elevation of Privilege Vulnerability","6.7","","0"
"CVE-2026-21536","Microsoft Devices Pricing Program Remote Code Execution Vulnerability","9.8","","0"
"CVE-2026-26124","Microsoft ACI Confidential Containers Elevation of Privilege Vulnerability","6.7","","0"
"CVE-2026-26125","Payment Orchestrator Service Elevation of Privilege Vulnerability","8.6","","0"
"CVE-2026-26122","Microsoft ACI Confidential Containers Information Disclosure Vulnerability","6.5","","0"
"CVE-2026-3545","Chromium: CVE-2026-3545 Insufficient data validation in Navigation",,"","0"
"CVE-2026-26148","Microsoft Azure AD SSH Login extension for Linux Elevation of Privilege Vulnerability","8.1","","0"
"CVE-2026-3544","Chromium: CVE-2026-3544 Heap buffer overflow in WebCodecs",,"","0"
"CVE-2026-3542","Chromium: CVE-2026-3542 Inappropriate implementation in WebAssembly",,"","0"
"CVE-2026-3540","Chromium: CVE-2026-3540 Inappropriate implementation in WebAudio",,"","0"
"CVE-2026-3536","Chromium: CVE-2026-3536 Integer overflow in ANGLE",,"","0"
"CVE-2026-3538","Chromium: CVE-2026-3538 Integer overflow in Skia",,"","0"
"CVE-2026-3537","Chromium: CVE-2026-3537 Object lifecycle issue in PowerVR",,"","0"
"CVE-2026-3941","Chromium: CVE-2026-3941 Insufficient policy enforcement in DevTools",,"","0"
"CVE-2026-3940","Chromium: CVE-2026-3940 Insufficient policy enforcement in DevTools",,"","0"
"CVE-2026-3939","Chromium: CVE-2026-3939 Use after free in WebView",,"","0"
"CVE-2026-3938","Chromium: CVE-2026-3938 Insufficient policy enforcement in Clipboard",,"","0"
"CVE-2026-3937","Chromium: CVE-2026-3937 Incorrect security UI in Downloads",,"","0"
"CVE-2026-3935","Chromium: CVE-2026-3935 Incorrect security UI in WebAppInstalls",,"","0"
"CVE-2026-3934","Chromium: CVE-2026-3934 Insufficient policy enforcement in ChromeDriver",,"","0"
"CVE-2026-3932","Chromium: CVE-2026-3932 Insufficient policy enforcement in PDF",,"","0"
"CVE-2026-3925","Chromium: CVE-2026-3925 Incorrect security UI in LookalikeChecks",,"","0"
"CVE-2026-3915","Chromium: CVE-2026-3915 Heap buffer overflow in WebML",,"","0"
"CVE-2026-32169","Azure Cloud Shell Elevation of Privilege Vulnerability","10.0","","0"
"CVE-2026-26139","Microsoft Purview Elevation of Privilege Vulnerability","8.6","","0"
"CVE-2026-26138","Microsoft Purview Elevation of Privilege Vulnerability","8.6","","0"
"CVE-2026-32191","Microsoft Bing Images Remote Code Execution Vulnerability","9.8","","0"
"CVE-2026-23658","Azure DevOps: msazure Elevation of Privilege Vulnerability","8.6","","0"
"CVE-2026-26120","Microsoft Bing Tampering Vulnerability","6.5","","0"
"CVE-2026-23659","Azure Data Factory Information Disclosure Vulnerability","8.6","","0"
"CVE-2026-24299","M365 Copilot Information Disclosure Vulnerability","5.3","","0"
"CVE-2026-26136","Microsoft Copilot Information Disclosure Vulnerability","6.5","","0"
"CVE-2026-26137","Microsoft 365 Copilot BizChat Elevation of Privilege Vulnerability","9.9","","0"
"CVE-2026-32194","Microsoft Bing Images Remote Code Execution Vulnerability","9.8","","0"
"CVE-2026-4464","Chromium: CVE-2026-4464 Integer overflow in ANGLE",,"","0"
"CVE-2026-4463","Chromium: CVE-2026-4463 Heap buffer overflow in WebRTC",,"","0"
"CVE-2026-4462","Chromium: CVE-2026-4462 Out of bounds read in Blink",,"","0"
"CVE-2026-4461","Chromium: CVE-2026-4461 Inappropriate implementation in V8",,"","0"
"CVE-2026-4456","Chromium: CVE-2026-4456 Use after free in Digital Credentials API",,"","0"
"CVE-2026-4460","Chromium: CVE-2026-4460 Out of bounds read in Skia",,"","0"
"CVE-2026-4457","Chromium: CVE-2026-4457 Type Confusion in V8",,"","0"
"CVE-2026-4446","Chromium: CVE-2026-4446 Use after free in WebRTC",,"","0"
"CVE-2026-4449","Chromium: CVE-2026-4449 Use after free in Blink",,"","0"
"CVE-2026-4445","Chromium: CVE-2026-4445 Use after free in WebRTC",,"","0"
"CVE-2026-4451","Chromium: CVE-2026-4451 Insufficient validation of untrusted input in Navigation",,"","0"
"CVE-2026-4447","Chromium: CVE-2026-4447 Inappropriate implementation in V8",,"","0"
"CVE-2026-4444","Chromium: CVE-2026-4444 Stack buffer overflow in WebRTC",,"","0"
"CVE-2026-4455","Chromium: CVE-2026-4455 Heap buffer overflow in PDFium",,"","0"
"CVE-2026-4452","Chromium: CVE-2026-4452 Integer overflow in ANGLE",,"","0"
"CVE-2026-4443","Chromium: CVE-2026-4443 Heap buffer overflow in WebAudio",,"","0"
"CVE-2026-4448","Chromium: CVE-2026-4448 Heap buffer overflow in ANGLE",,"","0"
"CVE-2026-4441","Chromium: CVE-2026-4441 Use after free in Base",,"","0"
"CVE-2026-4454","Chromium: CVE-2026-4454 Use after free in Network",,"","0"
"CVE-2026-4450","Chromium: CVE-2026-4450 Out of bounds write in V8",,"","0"
"CVE-2026-4440","Chromium: CVE-2026-4440 Out of bounds read and write in WebGL",,"","0"
"CVE-2026-4458","Chromium: CVE-2026-4458 Use after free in Extensions",,"","0"
"CVE-2026-23654","GitHub: Zero Shot SCFoundation Remote Code Execution Vulnerability","8.8","","0"
"CVE-2026-23661","Azure IoT Explorer Information Disclosure Vulnerability","7.5","","0"
"CVE-2026-23662","Azure IoT Explorer Information Disclosure Vulnerability","7.5","","0"
"CVE-2026-23665","Linux Azure Diagnostic extension (LAD) Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-26106","Microsoft SharePoint Server Remote Code Execution Vulnerability","8.8","","0"
"CVE-2026-26107","Microsoft Excel Remote Code Execution Vulnerability","7.8","","0"
"CVE-2026-26108","Microsoft Excel Remote Code Execution Vulnerability","7.8","","0"
"CVE-2026-26109","Microsoft Excel Remote Code Execution Vulnerability","8.4","","0"
"CVE-2026-26110","Microsoft Office Remote Code Execution Vulnerability","8.4","","0"
"CVE-2026-26117","Arc Enabled Servers - Azure Connected Machine Agent Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-26118","Azure MCP Server Tools Elevation of Privilege Vulnerability","8.8","","0"
"CVE-2026-26123","Microsoft Authenticator Information Disclosure Vulnerability","5.5","","0"
"CVE-2026-26130","ASP.NET Core Denial of Service Vulnerability","7.5","","0"
"CVE-2026-26141","Hybrid Worker Extension (Arc‑enabled Windows VMs) Elevation of Privilege Vulnerability","7.8","","0"
"CVE-2026-26144","Microsoft Excel Information Disclosure Vulnerability","7.5","","0"
"CVE-2026-26030","GitHub: CVE-2026-26030 Microsoft Semantic Kernel InMemoryVectorStore filter functionality vulnerable","9.9","","0"
"CVE-2026-3543","Chromium: CVE-2026-3543 Inappropriate implementation in V8",,"","0"
"CVE-2026-3541","Chromium: CVE-2026-3541 Inappropriate implementation in CSS",,"","0"
"CVE-2026-3539","Chromium: CVE-2026-3539 Object lifecycle issue in DevTools",,"","0"
"CVE-2026-26133","M365 Copilot Information Disclosure Vulnerability","7.1","","0"
"CVE-2026-3936","Chromium: CVE-2026-3936 Use after free in WebView",,"","0"
"CVE-2026-3929","Chromium: CVE-2026-3929 Side-channel information leakage in ResourceTiming",,"","0"
"CVE-2026-3928","Chromium: CVE-2026-3928 Insufficient policy enforcement in Extensions",,"","0"
"CVE-2026-3927","Chromium: CVE-2026-3927 Incorrect security UI in PictureInPicture",,"","0"
"CVE-2026-3926","Chromium: CVE-2026-3926 Out of bounds read in V8",,"","0"
"CVE-2026-3924","Chromium: CVE-2026-3924 Use after free in WindowDialog",,"","0"
"CVE-2026-3923","Chromium: CVE-2026-3923 Use after free in WebMIDI",,"","0"
"CVE-2026-3922","Chromium: CVE-2026-3922 Use after free in MediaStream",,"","0"
"CVE-2026-3921","Chromium: CVE-2026-3921 Use after free in TextEncoding",,"","0"
"CVE-2026-3920","Chromium: CVE-2026-3920 Out of bounds memory access in WebML",,"","0"
"CVE-2026-3919","Chromium: CVE-2026-3919 Use after free in Extensions",,"","0"
"CVE-2026-3918","Chromium: CVE-2026-3918 Use after free in WebMCP",,"","0"
"CVE-2026-3917","Chromium: CVE-2026-3917 Use after free in Agents",,"","0"
"CVE-2026-3916","Chromium: CVE-2026-3916 Out of bounds read in Web Speech",,"","0"
"CVE-2026-3914","Chromium: CVE-2026-3914 Integer overflow in WebML",,"","0"
